index,movie_name,document
611,The Trial of the Chicago 7,"The Trial of the Chicago 7 The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois. Aaron Sorkin Eddie Redmayne Alex Sharp Sacha Baron Cohen Jeremy Strong R 2020"
612,Druk,"Druk Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood. Thomas Vinterberg Mads Mikkelsen Thomas Bo Larsen Magnus Millang Lars Ranthe nan 2020"
613,The Fighter,"The Fighter Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness. David O. Russell Mark Wahlberg Christian Bale Amy Adams Melissa Leo UA 2010"
614,Taken,"Taken A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris. Pierre Morel Liam Neeson Maggie Grace Famke Janssen Leland Orser A 2008"
615,The Boy in the Striped Pyjamas,"The Boy in the Striped Pyjamas Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences. Mark Herman Asa Butterfield David Thewlis Rupert Friend Zac Mattoon O'Brien PG-13 2008"
616,Once,"Once A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story. John Carney Glen Hansard Markéta Irglová Hugh Walsh Gerard Hendrick R 2007"
617,The Hobbit: An Unexpected Journey,"The Hobbit: An Unexpected Journey A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug. Peter Jackson Martin Freeman Ian McKellen Richard Armitage Andy Serkis UA 2012"
618,Auf der anderen Seite,Auf der anderen Seite A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend. Fatih Akin Baki Davrak Nurgül Yesilçay Tuncel Kurtiz Nursel Köse nan 2007
619,Atonement,Atonement Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit. Joe Wright Keira Knightley James McAvoy Brenda Blethyn Saoirse Ronan R 2007
620,Drive,Drive A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor. Nicolas Winding Refn Ryan Gosling Carey Mulligan Bryan Cranston Albert Brooks A 2011
621,American Gangster,"American Gangster An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film. Ridley Scott Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin A 2007"
622,Avatar,Avatar A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home. James Cameron Sam Worthington Zoe Saldana Sigourney Weaver Michelle Rodriguez UA 2009
623,Mr. Nobody,"Mr. Nobody A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible. Jaco Van Dormael Jared Leto Sarah Polley Diane Kruger Linh Dan Pham R 2009"
624,Apocalypto,"Apocalypto As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression. Mel Gibson Gerardo Taracena Raoul Max Trujillo Dalia Hernández Rudy Youngblood A 2006"
625,Little Miss Sunshine,Little Miss Sunshine A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus. Jonathan Dayton Valerie Faris Steve Carell Toni Collette Greg Kinnear UA 2006
626,Hot Fuzz,Hot Fuzz A skilled London police officer is transferred to a small town with a dark secret. Edgar Wright Simon Pegg Nick Frost Martin Freeman Bill Nighy UA 2007
627,The Curious Case of Benjamin Button,"The Curious Case of Benjamin Button Tells the story of Benjamin Button, a man who starts aging backwards with consequences. David Fincher Brad Pitt Cate Blanchett Tilda Swinton Julia Ormond UA 2008"
628,Veer-Zaara,"Veer-Zaara Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever. Yash Chopra Shah Rukh Khan Preity Zinta Rani Mukerji Kirron Kher U 2004"
629,Adams æbler,Adams æbler A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest. Anders Thomas Jensen Ulrich Thomsen Mads Mikkelsen Nicolas Bro Paprika Steen R 2005
630,Pride & Prejudice,"Pride & Prejudice Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice? Joe Wright Keira Knightley Matthew Macfadyen Brenda Blethyn Donald Sutherland PG 2005"
631,The World's Fastest Indian,"The World's Fastest Indian The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967. Roger Donaldson Anthony Hopkins Diane Ladd Iain Rea Tessa Mitchell U 2005"
632,Tôkyô goddofâzâzu,"Tôkyô goddofâzâzu On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents. Satoshi Kon Shôgo Furuya Tôru Emori Yoshiaki Umegaki Aya Okamoto UA 2003"
633,Serenity,Serenity The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic. Joss Whedon Nathan Fillion Gina Torres Chiwetel Ejiofor Alan Tudyk PG-13 2005
634,Walk the Line,"Walk the Line A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins. James Mangold Joaquin Phoenix Reese Witherspoon Ginnifer Goodwin Robert Patrick PG-13 2005"
635,Ondskan,"Ondskan A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back. Mikael Håfström Andreas Wilson Henrik Lundström Gustaf Skarsgård Linda Zilliacus nan 2003"
636,The Notebook,"The Notebook A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences. Nick Cassavetes Gena Rowlands James Garner Rachel McAdams Ryan Gosling A 2004"
637,Diarios de motocicleta,Diarios de motocicleta The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling. Walter Salles Gael García Bernal Rodrigo De la Serna Mía Maestro Mercedes Morán U 2004
638,Lilja 4-ever,"Lilja 4-ever Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life. Lukas Moodysson Oksana Akinshina Artyom Bogucharskiy Pavel Ponomaryov Lyubov Agapova R 2002"
639,Les triplettes de Belleville,"Les triplettes de Belleville When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him. Sylvain Chomet Michèle Caucheteux Jean-Claude Donda Michel Robin Monica Viegas PG-13 2003"
640,Gongdong gyeongbi guyeok JSA,"Gongdong gyeongbi guyeok JSA After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened. Chan-wook Park Lee Yeong-ae Lee Byung-Hun Kang-ho Song Kim Tae-Woo nan 2000"
641,The Count of Monte Cristo,"The Count of Monte Cristo A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge. Kevin Reynolds Jim Caviezel Guy Pearce Christopher Adamson JB Blanc PG-13 2002"
642,Waking Life,Waking Life A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe. Richard Linklater Ethan Hawke Trevor Jack Brooks Lorelei Linklater Wiley Wiggins R 2001
643,Remember the Titans,Remember the Titans The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit. Boaz Yakin Denzel Washington Will Patton Wood Harris Ryan Hurst U 2000
644,Wo hu cang long,Wo hu cang long A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation. Ang Lee Yun-Fat Chow Michelle Yeoh Ziyi Zhang Chen Chang UA 2000
645,Todo sobre mi madre,"Todo sobre mi madre Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela. Pedro Almodóvar Cecilia Roth Marisa Paredes Candela Peña Antonia San Juan R 1999"
646,Cast Away,Cast Away A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island. Robert Zemeckis Tom Hanks Helen Hunt Paul Sanchez Lari White UA 2000
647,The Boondock Saints,The Boondock Saints Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God. Troy Duffy Willem Dafoe Sean Patrick Flanery Norman Reedus David Della Rocco R 1999
648,The Insider,The Insider A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco. Michael Mann Russell Crowe Al Pacino Christopher Plummer Diane Venora UA 1999
649,October Sky,"October Sky The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes. Joe Johnston Jake Gyllenhaal Chris Cooper Laura Dern Chris Owen PG 1999"
650,Shrek,"Shrek A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back. Andrew Adamson Vicky Jenson Mike Myers Eddie Murphy Cameron Diaz U 2001"
651,Titanic,"Titanic A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic. James Cameron Leonardo DiCaprio Kate Winslet Billy Zane Kathy Bates UA 1997"
652,Hana-bi,"Hana-bi Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions. Takeshi Kitano Takeshi Kitano Kayoko Kishimoto Ren Osugi Susumu Terajima nan 1997"
653,Gattaca,Gattaca A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel. Andrew Niccol Ethan Hawke Uma Thurman Jude Law Gore Vidal UA 1997
654,The Game,"The Game After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality. David Fincher Michael Douglas Deborah Kara Unger Sean Penn James Rebhorn UA 1997"
655,Breaking the Waves,"Breaking the Waves Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another. Lars von Trier Emily Watson Stellan Skarsgård Katrin Cartlidge Jean-Marc Barr R 1996"
656,Ed Wood,"Ed Wood Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent. Tim Burton Johnny Depp Martin Landau Sarah Jessica Parker Patricia Arquette U 1994"
